gage_id,div_id
gage1,1073625600290331
gage1,1073625637040207
gage1,1073626961303593
gage1,1073627024291625
gage1,1073627000804628
gage1,1073628249568788
gage1,1073628245901646
gage1,1073628327293451
gage1,1073628333160162
gage1,1073628241908600
gage1,1073628350177342
gage1,1073629571702245
gage1,1073629576228096
gage1,1073629592014487
gage1,1073629593636215
gage1,1073629519595662
gage1,1073629582983645
gage1,1073629576717715
gage1,1073629610911478
gage1,1073629551170594
gage1,1073629535198906
gage1,1073629664443851
gage1,1073629603013667
gage1,1073629635252285
gage1,1073629620862038
gage1,1073630788803395
gage1,1073629684873805
gage1,1073630925016127
gage1,1073629628553747
gage1,1073629625005139
gage1,1073629642735684
gage1,1073629627520660
gage1,1073629691887124
gage1,1073630935566088
gage1,1073632134322113
gage1,1073629649936468
gage1,1073630959539228
gage1,1073629695686710
gage1,1073629656796217
gage1,1073629647398430
gage1,1073632252475257
gage1,1073632239578227
gage1,1073630977438703
gage1,1073629741588017
gage1,1073633549095234
gage1,1073633543154196
gage1,1073633474191165
gage1,1073630997691188
gage1,1073629752856850
gage1,1073630998174617
gage1,1073631007727852
gage1,1073629727808165
gage1,1073629802134977
gage1,1073631066995369
gage1,1073631075431628
gage1,1073631023954814
gage1,1073631032981846
gage1,1073629783769548
gage1,1073629779711135
gage1,1073631074586011
gage1,1073631077637130
gage1,1073631098590078
gage1,1073631097931073
gage1,1073629775045178
gage1,1073629771035600
gage1,1073631146208545
gage1,1073631130339313
gage1,1073632334940409
gage1,1073632334437953
gage1,1073632411633329
gage1,1073632391451905
gage1,1073631128709449
gage1,1073631118286568
gage1,1073632369402020
gage1,1073633706189439
gage1,1073632443358474
gage1,1073631193773093
gage1,1073631129304680
gage1,1073631106962431
gage1,1073633620411274
gage1,1073633607424534
gage1,1073634913999017
gage1,1073631211431836
gage1,1073631188895824
gage1,1073633629557913
gage1,1073634935839814
gage1,1073631248251789
gage1,1073631183399862
gage1,1073631255840268
gage1,1073631255417278
gage1,1073631183811159
gage1,1073631232633179
gage1,1073631250355654
gage1,1073631246695741
gage1,1073630011893839
gage1,1073630001619824
gage1,1073631254133828
gage1,1073631250737792
gage1,1073630074555256
gage1,1073631315822781
gage1,1073631312105804
gage1,1073631326273922
gage1,1073631313861764
gage1,1073631345811997
gage1,1073631332843769
gage1,1073630079408983
gage1,1073632580820110
gage1,1073631353419927
gage1,1073632534271198
gage1,1073631418882634
gage1,1073631414761921
gage1,1073632566309879
gage1,1073632645688802
gage1,1073632642546700
gage1,1073633868950921
gage1,1073632652265580
gage1,1073632651427834
gage1,1073633833301531
gage1,1073633892218398
gage1,1073632726579081
gage1,1073632690758540
gage1,1073632695176143
gage1,1073633848743847
gage1,1073632727378137
gage1,1073632725034105
gage1,1073633951565410
gage1,1073633943905046
gage1,1073633975007847
gage1,1073635092438385
gage1,1073632735445528
gage1,1073632726017462
gage1,1073635222858396
gage1,1073635130620020
gage1,1073632757079364
gage1,1073632794051723
gage1,1073632713564904
gage1,1073635245135735
gage1,1073636355404362
gage1,1073636378949175
gage1,1073632814420395
gage1,1073632804308729
gage1,1073631484033681
gage1,1073635258252477
gage1,1073636493057087
gage1,1073636313399128
gage1,1073636313010960
gage1,1073636411245602
gage1,1073632828183385
